home_team,away_team,week,play_type_nfl,play_type,yards_gained,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,td_team,td_player_name,interception,safety,fumble_lost,own_kickoff_recovery_td,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,fumble,complete_pass,lateral_recovery,passer,passing_yards,receiver,receiving_yards,rusher,rushing_yards,punt_returner_player_name,kickoff_returner_player_name,kicker_player_name,return_team,return_yards,special_teams_play,st_play_type,away_score,home_score,total_line,success,pass,rush,special,possession_team,desc
WAS,ARI,1,KICK_OFF,kickoff,0.0,,65.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,M.Prater,WAS,0.0,1.0,,16,20,38.0,0.0,0.0,0.0,1.0,ARI,"5-M.Prater kicks 65 yards from ARI 35 to end zone, Touchback."
WAS,ARI,1,RUSH,run,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,B.Robinson,3.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,WAS,(15:00) (Shotgun) 8-B.Robinson right tackle to WAS 28 for 3 yards (93-J.Ledbetter).
WAS,ARI,1,PASS,pass,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S.Howell,6.0,J.Dotson,6.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,WAS,"(14:30) (Shotgun) 14-S.Howell pass short right to 1-J.Dotson to WAS 34 for 6 yards (13-K.Clark, 10-J.Woods)."
WAS,ARI,1,RUSH,run,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,C.Rodriguez,2.0,,,,,0.0,0.0,,16,20,38.0,1.0,0.0,1.0,0.0,WAS,(13:55) 23-C.Rodriguez left guard to WAS 36 for 2 yards (97-C.Thomas; 25-Z.Collins).
WAS,ARI,1,PASS,pass,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S.Howell,,L.Thomas,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,(13:16) (Shotgun) 14-S.Howell pass incomplete short middle to 82-L.Thomas.
WAS,ARI,1,PASS,pass,12.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S.Howell,12.0,J.Dotson,12.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,WAS,(13:12) 14-S.Howell pass short middle to 1-J.Dotson to WAS 48 for 12 yards (13-K.Clark).
WAS,ARI,1,PASS,pass,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S.Howell,1.0,C.Samuel,1.0,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,(12:34) (Shotgun) 14-S.Howell pass short left to 4-C.Samuel to WAS 49 for 1 yard (34-J.Thompson).
WAS,ARI,1,PASS,pass,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S.Howell,,L.Thomas,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,(11:56) (Shotgun) 14-S.Howell pass incomplete short left to 82-L.Thomas (22-K.Wallace).
WAS,ARI,1,PASS,pass,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S.Howell,2.0,C.Samuel,2.0,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,(11:51) (Shotgun) 14-S.Howell pass short right to 4-C.Samuel to ARI 49 for 2 yards (22-K.Wallace).
WAS,ARI,1,PUNT,punt,0.0,,42.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,ARI,0.0,1.0,,16,20,38.0,0.0,0.0,0.0,1.0,WAS,"(11:08) 5-T.Way punts 42 yards to ARI 7, Center-54-C.Cheeseman, downed by WAS-20-J.Martin.
PENALTY on WAS-34-C.Holmes, Illegal Block Above the Waist, 10 yards, enforced at ARI 7."
WAS,ARI,1,RUSH,run,-1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,J.Conner,-1.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,ARI,"(10:59) 6-J.Conner left end pushed ob at ARI 16 for -1 yards (52-J.Davis, 31-K.Curl)."
WAS,ARI,1,RUSH,run,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,J.Conner,6.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,ARI,(10:28) 6-J.Conner left guard to ARI 22 for 6 yards (25-B.St-Juste).
WAS,ARI,1,PASS,pass,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J.Dobbs,6.0,Z.Ertz,6.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,ARI,(9:51) (Shotgun) 9-J.Dobbs pass short middle to 86-Z.Ertz to ARI 28 for 6 yards (31-K.Curl).
WAS,ARI,1,PASS,pass,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J.Dobbs,,Z.Pascal,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,ARI,(9:12) 9-J.Dobbs pass incomplete short left to 0-Z.Pascal.
WAS,ARI,1,PASS,pass,-3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J.Dobbs,-3.0,Z.Ertz,-3.0,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,ARI,(9:08) 9-J.Dobbs pass short left to 86-Z.Ertz to ARI 25 for -3 yards (22-D.Forrest; 96-J.Smith-Williams).
WAS,ARI,1,RUSH,run,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,J.Conner,5.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,ARI,(8:28) (Shotgun) 6-J.Conner right guard to ARI 30 for 5 yards (31-K.Curl; 57-C.Barton).
WAS,ARI,1,PUNT,punt,0.0,,51.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,J.Crowder,,,WAS,0.0,1.0,,16,20,38.0,1.0,0.0,0.0,1.0,ARI,"(7:45) 16-N.Cooney punts 51 yards to WAS 19, Center-46-A.Brewer. 83-J.Crowder pushed ob at WAS 29 for 10 yards (52-V.Dimukeje).
PENALTY on WAS-20-J.Martin, Illegal Block Above the Waist, 10 yards, enforced at WAS 19."
WAS,ARI,1,PASS,pass,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S.Howell,6.0,L.Thomas,6.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,WAS,(7:11) (Shotgun) 14-S.Howell pass short middle to 82-L.Thomas to WAS 30 for 6 yards (20-Ma.Wilson).
WAS,ARI,1,RUSH,run,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,A.Gibson,3.0,,,,,0.0,0.0,,16,20,38.0,1.0,0.0,1.0,0.0,WAS,(6:40) 24-A.Gibson right tackle to WAS 33 for 3 yards (7-K.White).
WAS,ARI,1,PASS,pass,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S.Howell,3.0,J.Dotson,3.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,WAS,"(6:10) (Shotgun) 14-S.Howell pass short right to 1-J.Dotson pushed ob at WAS 36 for 3 yards (34-J.Thompson).
PENALTY on ARI-34-J.Thompson, Lowering the Head to Make Forcible Contact, 15 yards, enforced at WAS 36."
WAS,ARI,1,RUSH,run,-1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,B.Robinson,-1.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,WAS,(5:47) (Shotgun) 8-B.Robinson right end to 50 for -1 yards (92-K.Strong).
WAS,ARI,1,RUSH,run,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,C.Samuel,6.0,,,,,0.0,0.0,,16,20,38.0,1.0,0.0,1.0,0.0,WAS,(5:02) (Shotgun) 4-C.Samuel left tackle to ARI 7 for 6 yards (7-K.White; 22-K.Wallace).
WAS,ARI,1,PASS,pass,7.0,,,,,WAS,B.Robinson,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,S.Howell,7.0,B.Robinson,7.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,WAS,"(4:22) (Shotgun) 14-S.Howell pass short left to 8-B.Robinson for 7 yards, TOUCHDOWN."
WAS,ARI,1,XP_KICK,extra_point,0.0,,33.0,good,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,J.Slye,,0.0,1.0,,16,20,38.0,1.0,0.0,0.0,1.0,WAS,"6-J.Slye extra point is GOOD, Center-54-C.Cheeseman, Holder-5-T.Way."
WAS,ARI,1,KICK_OFF,kickoff,0.0,,65.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,J.Slye,ARI,0.0,1.0,,16,20,38.0,0.0,0.0,0.0,1.0,WAS,"6-J.Slye kicks 65 yards from WAS 35 to end zone, Touchback."
WAS,ARI,1,RUSH,run,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,R.Moore,4.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,ARI,(4:15) (Shotgun) 4-R.Moore left end ran ob at ARI 29 for 4 yards (13-E.Forbes).
WAS,ARI,1,RUSH,run,29.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,M.Brown,29.0,,,,,0.0,0.0,,16,20,38.0,1.0,0.0,1.0,0.0,ARI,(3:45) (Shotgun) 2-M.Brown right end to WAS 42 for 29 yards (22-D.Forrest).
WAS,ARI,1,PASS,pass,-1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J.Dobbs,-1.0,J.Conner,-1.0,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,ARI,"(3:01) (Shotgun) 9-J.Dobbs pass short right to 6-J.Conner to WAS 43 for -1 yards (90-M.Sweat, 96-J.Smith-Williams)."
WAS,ARI,1,PASS,pass,31.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J.Dobbs,31.0,R.Moore,31.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,ARI,"(2:16) (Shotgun) 9-J.Dobbs pass short right to 4-R.Moore pushed ob at WAS 12 for 31 yards (13-E.Forbes).
Penalty on WAS-29-K.Fuller, Illegal Use of Hands, declined."
WAS,ARI,1,PASS,pass,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J.Dobbs,,Z.Ertz,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,ARI,(1:43) (Shotgun) 9-J.Dobbs pass incomplete short middle to 86-Z.Ertz.
WAS,ARI,1,RUSH,run,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,J.Dobbs,1.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,ARI,(1:38) (Shotgun) 9-J.Dobbs right end to WAS 11 for 1 yard (52-J.Davis).
WAS,ARI,1,PASS,pass,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J.Dobbs,,Z.Ertz,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,ARI,(1:00) (Shotgun) 9-J.Dobbs pass incomplete short middle to 86-Z.Ertz (31-K.Curl).
WAS,ARI,1,FIELD_GOAL,field_goal,0.0,made,28.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,M.Prater,,0.0,0.0,,16,20,38.0,1.0,0.0,0.0,1.0,ARI,"(:56) 5-M.Prater 28 yard field goal is GOOD, Center-46-A.Brewer, Holder-16-N.Cooney."
WAS,ARI,1,KICK_OFF,kickoff,0.0,,65.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,M.Prater,WAS,0.0,1.0,,16,20,38.0,0.0,0.0,0.0,1.0,ARI,"5-M.Prater kicks 65 yards from ARI 35 to end zone, Touchback."
WAS,ARI,1,SACK,pass,-1.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S.Howell,,,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,(:53) (Shotgun) 14-S.Howell sacked ob at WAS 24 for -1 yards (95-L.Fotu).
WAS,ARI,1,INTERCEPTION,pass,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S.Howell,,J.Dotson,,,,,,,ARI,1.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,(14:54) 14-S.Howell pass short left intended for 1-J.Dotson INTERCEPTED by 25-Z.Collins (92-K.Strong) at WAS 38. 25-Z.Collins to WAS 37 for 1 yard (17-T.McLaurin).
WAS,ARI,1,PASS,pass,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J.Dobbs,4.0,Z.Ertz,4.0,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,ARI,(14:46) (Shotgun) 9-J.Dobbs pass short middle to 86-Z.Ertz to WAS 33 for 4 yards (57-C.Barton).
WAS,ARI,1,RUSH,run,-3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,K.Ingram,-3.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,ARI,"(14:08) 30-K.Ingram right end to WAS 36 for -3 yards (94-D.Payne, 95-C.Toohill)."
WAS,ARI,1,PASS,pass,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J.Dobbs,,M.Brown,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,ARI,(13:34) (Shotgun) 9-J.Dobbs pass incomplete short left to 2-M.Brown.
WAS,ARI,1,FIELD_GOAL,field_goal,0.0,made,54.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,M.Prater,,0.0,0.0,,16,20,38.0,1.0,0.0,0.0,1.0,ARI,"(13:31) 5-M.Prater 54 yard field goal is GOOD, Center-46-A.Brewer, Holder-16-N.Cooney."
WAS,ARI,1,KICK_OFF,kickoff,0.0,,65.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,M.Prater,WAS,0.0,1.0,,16,20,38.0,0.0,0.0,0.0,1.0,ARI,"5-M.Prater kicks 65 yards from ARI 35 to end zone, Touchback."
WAS,ARI,1,RUSH,run,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,B.Robinson,6.0,,,,,0.0,0.0,,16,20,38.0,1.0,0.0,1.0,0.0,WAS,(13:26) (Shotgun) 8-B.Robinson left guard to WAS 31 for 6 yards (25-Z.Collins; 22-K.Wallace).
WAS,ARI,1,RUSH,run,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,B.Robinson,5.0,,,,,0.0,0.0,,16,20,38.0,1.0,0.0,1.0,0.0,WAS,(12:49) (Shotgun) 8-B.Robinson left tackle to WAS 36 for 5 yards (94-C.Watkins; 34-J.Thompson). ARI-92-K.Strong was injured during the play.
WAS,ARI,1,RUSH,run,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S.Howell,,,,,5.0,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,(12:15) 14-S.Howell scrambles left end to WAS 41 for 5 yards (7-K.White).
WAS,ARI,1,RUSH,run,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,A.Gibson,3.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,WAS,(11:31) 24-A.Gibson right guard to WAS 44 for 3 yards (51-K.Barnes; 93-J.Ledbetter).
WAS,ARI,1,PASS,pass,19.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S.Howell,19.0,T.McLaurin,19.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,WAS,(10:47) (Shotgun) 14-S.Howell pass short middle to 17-T.McLaurin to ARI 37 for 19 yards (3-B.Baker). ARI-34-J.Thompson was injured during the play.
WAS,ARI,1,PASS,pass,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S.Howell,1.0,C.Samuel,1.0,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,(10:10) (Shotgun) 14-S.Howell pass short left to 4-C.Samuel to ARI 36 for 1 yard (20-Ma.Wilson).
WAS,ARI,1,PASS,pass,17.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S.Howell,17.0,C.Turner,17.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,WAS,(9:36) (Shotgun) 14-S.Howell pass deep right to 85-C.Turner to ARI 19 for 17 yards (20-Ma.Wilson).
WAS,ARI,1,RUSH,run,3.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,A.Gibson,3.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,WAS,"(8:55) (Shotgun) 24-A.Gibson up the middle to ARI 16 for 3 yards (52-V.Dimukeje; 7-K.White). FUMBLES (52-V.Dimukeje), RECOVERED by ARI-25-Z.Collins at ARI 16."
WAS,ARI,1,RUSH,run,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,J.Conner,2.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,ARI,(8:51) (Shotgun) 6-J.Conner left tackle to ARI 18 for 2 yards (52-J.Davis).
WAS,ARI,1,RUSH,run,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,J.Conner,6.0,,,,,0.0,0.0,,16,20,38.0,1.0,0.0,1.0,0.0,ARI,(7:43) (Shotgun) 6-J.Conner right guard to ARI 19 for 6 yards (52-J.Davis; 57-C.Barton).
WAS,ARI,1,SACK,pass,-4.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J.Dobbs,,,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,ARI,(7:02) (Shotgun) 9-J.Dobbs sacked at ARI 15 for -4 yards (sack split by 90-M.Sweat and 92-A.Anderson).
WAS,ARI,1,PUNT,punt,0.0,,34.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,WAS,0.0,1.0,,16,20,38.0,0.0,0.0,0.0,1.0,ARI,"(6:24) 16-N.Cooney punts 34 yards to ARI 49, Center-46-A.Brewer, out of bounds."
WAS,ARI,1,PASS,pass,12.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S.Howell,12.0,T.McLaurin,12.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,WAS,"(6:17) (Shotgun) 14-S.Howell pass short left to 17-T.McLaurin pushed ob at ARI 37 for 12 yards (45-D.Gardeck, 20-Ma.Wilson)."
WAS,ARI,1,SACK,pass,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S.Howell,,,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,(5:49) (Shotgun) 14-S.Howell sacked at ARI 37 for 0 yards (93-J.Ledbetter).
WAS,ARI,1,PASS,pass,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S.Howell,,T.McLaurin,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,(5:11) (Shotgun) 14-S.Howell pass incomplete deep middle to 17-T.McLaurin.
WAS,ARI,1,SACK,pass,-8.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S.Howell,,,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,(5:06) (Shotgun) 14-S.Howell sacked at ARI 45 for -8 yards (45-D.Gardeck).
WAS,ARI,1,PUNT,punt,0.0,,33.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,G.Dortch,,,ARI,0.0,1.0,,16,20,38.0,0.0,0.0,0.0,1.0,WAS,"(4:34) 5-T.Way punts 33 yards to ARI 12, Center-54-C.Cheeseman, fair catch by 83-G.Dortch."
WAS,ARI,1,RUSH,run,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,J.Conner,4.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,ARI,(4:27) (Shotgun) 6-J.Conner left end to ARI 16 for 4 yards (35-P.Butler; 29-K.Fuller).
WAS,ARI,1,PASS,pass,10.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J.Dobbs,10.0,T.McBride,10.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,ARI,(3:47) 9-J.Dobbs pass short middle to 85-T.McBride pushed ob at ARI 26 for 10 yards (35-P.Butler).
WAS,ARI,1,PASS,pass,13.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J.Dobbs,13.0,T.McBride,13.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,ARI,(3:13) 9-J.Dobbs pass short left to 85-T.McBride pushed ob at ARI 39 for 13 yards (22-D.Forrest) [96-J.Smith-Williams].
WAS,ARI,1,RUSH,run,-3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,K.Ingram,-3.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,ARI,(2:36) (Shotgun) Direct snap to 30-K.Ingram.  30-K.Ingram up the middle to ARI 36 for -3 yards (95-C.Toohill).
WAS,ARI,1,PASS,pass,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J.Dobbs,3.0,Z.Ertz,3.0,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,ARI,(2:00) (Shotgun) 9-J.Dobbs pass short left to 86-Z.Ertz to ARI 39 for 3 yards (31-K.Curl).
WAS,ARI,1,RUSH,run,8.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,R.Moore,8.0,,,,,0.0,0.0,,16,20,38.0,0.0,0.0,1.0,0.0,ARI,(1:46) (Shotgun) 4-R.Moore right end to ARI 37 for 8 yards (29-K.Fuller).
WAS,ARI,1,PUNT,punt,0.0,,56.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,J.Crowder,,,WAS,5.0,1.0,,16,20,38.0,0.0,0.0,0.0,1.0,ARI,"(1:41) 16-N.Cooney punts 56 yards to WAS 7, Center-46-A.Brewer. 83-J.Crowder to WAS 12 for 5 yards (35-C.Matthew)."
WAS,ARI,1,PASS,pass,14.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S.Howell,14.0,J.Dotson,14.0,,,,,,,0.0,0.0,,16,20,38.0,1.0,1.0,0.0,0.0,WAS,(1:29) (Shotgun) 14-S.Howell pass short middle to 1-J.Dotson to WAS 26 for 14 yards (3-B.Baker).
WAS,ARI,1,PASS,pass,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S.Howell,,T.McLaurin,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,"(1:09) (No Huddle, Shotgun) 14-S.Howell pass incomplete short left to 17-T.McLaurin (20-Ma.Wilson)."
WAS,ARI,1,PASS,pass,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S.Howell,,L.Thomas,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,(1:05) (Shotgun) 14-S.Howell pass incomplete short middle to 82-L.Thomas (10-J.Woods).
WAS,ARI,1,SACK,pass,-24.0,,,,,ARI,C.Thomas,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,S.Howell,,,,,,,,,,0.0,0.0,,16,20,38.0,0.0,1.0,0.0,0.0,WAS,"(1:02) (Shotgun) 14-S.Howell sacked at WAS 12 for -14 yards (45-D.Gardeck). FUMBLES (45-D.Gardeck) [45-D.Gardeck], RECOVERED by ARI-97-C.Thomas at WAS 2. 97-C.Thomas for 2 yards, TOUCHDOWN."
WAS,ARI,1,XP_KICK,extra_point,0.0,,33.0,good,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,M.Prater,,0.0,1.0,,16,20,38.0,1.0,0.0,0.0,1.0,ARI,"5-M.Prater extra point is GOOD, Center-46-A.Brewer, Holder-16-N.Cooney."
