player_name,team,position_group,week,opponent_team,pre_bonus_fan_pts,total_yard_bonus_fan_pts,play_bonus_fan_pts,total_fan_pts,key
M.Pruitt,ATL,TE,4,JAX,0.0,0,0.0,0.0,M.Pruitt|ATL|TE|4
M.Pruitt,ATL,TE,5,HOU,2.2,0,0.0,2.2,M.Pruitt|ATL|TE|5
M.Pruitt,ATL,TE,6,WAS,0.9,0,0.0,0.9,M.Pruitt|ATL|TE|6
S.Diggs,BUF,WR,1,NYJ,16.200000000000003,5,0.0,21.200000000000003,S.Diggs|BUF|WR|1
S.Diggs,BUF,WR,2,LV,6.6000000000000005,0,0.0,6.6000000000000005,S.Diggs|BUF|WR|2
S.Diggs,BUF,WR,3,WAS,11.100000000000001,5,0.0,16.1,S.Diggs|BUF|WR|3
S.Diggs,BUF,WR,4,MIA,30.0,5,4.0,39.0,S.Diggs|BUF|WR|4
S.Diggs,BUF,WR,5,JAX,16.1,5,2.0,23.1,S.Diggs|BUF|WR|5
S.Diggs,BUF,WR,6,NYG,10.0,5,0.0,15.0,S.Diggs|BUF|WR|6
M.Burton,DEN,RB,1,LV,0.30000000000000004,0,0.0,0.30000000000000004,M.Burton|DEN|RB|1
M.Burton,DEN,RB,2,WAS,0.30000000000000004,0,0.0,0.30000000000000004,M.Burton|DEN|RB|2
M.Burton,DEN,RB,5,NYJ,2.0,0,0.0,2.0,M.Burton|DEN|RB|5
M.Burton,DEN,RB,6,KC,0.2,0,0.0,0.2,M.Burton|DEN|RB|6
D.Waller,NYG,TE,1,DAL,3.6,0,0.0,3.6,D.Waller|NYG|TE|1
D.Waller,NYG,TE,2,ARI,7.6000000000000005,0,0.0,7.6000000000000005,D.Waller|NYG|TE|2
D.Waller,NYG,TE,3,SF,2.0,0,0.0,2.0,D.Waller|NYG|TE|3
D.Waller,NYG,TE,4,SEA,2.1,0,0.0,2.1,D.Waller|NYG|TE|4
D.Waller,NYG,TE,5,MIA,8.6,0,0.0,8.6,D.Waller|NYG|TE|5
D.Waller,NYG,TE,6,BUF,4.3,0,0.0,4.3,D.Waller|NYG|TE|6
R.Mostert,MIA,RB,1,LAC,11.0,0,0.0,11.0,R.Mostert|MIA|RB|1
R.Mostert,MIA,RB,2,NE,24.700000000000003,5,4.0,33.7,R.Mostert|MIA|RB|2
R.Mostert,MIA,RB,3,DEN,38.2,0,0.0,38.2,R.Mostert|MIA|RB|3
R.Mostert,MIA,RB,4,BUF,2.5,0,0.0,2.5,R.Mostert|MIA|RB|4
R.Mostert,MIA,RB,5,NYG,13.8,0,0.0,13.8,R.Mostert|MIA|RB|5
R.Mostert,MIA,RB,6,CAR,31.2,5,2.0,38.2,R.Mostert|MIA|RB|6
D.Carter,LV,WR,1,DEN,0.5,0,0.0,0.5,D.Carter|LV|WR|1
D.Carter,LV,WR,2,BUF,0.0,0,0.0,0.0,D.Carter|LV|WR|2
D.Carter,LV,WR,3,PIT,1.6,0,0.0,1.6,D.Carter|LV|WR|3
D.Carter,LV,WR,5,GB,0.30000000000000004,0,0.0,0.30000000000000004,D.Carter|LV|WR|5
D.Carter,LV,WR,6,NE,0.0,0,0.0,0.0,D.Carter|LV|WR|6
J.Crowder,WAS,WR,5,CHI,2.1,0,0.0,2.1,J.Crowder|WAS|WR|5
B.Bell,KC,TE,1,DET,7.2,0,0.0,7.2,B.Bell|KC|TE|1
A.Abdullah,LV,RB,1,DEN,0.0,0,0.0,0.0,A.Abdullah|LV|RB|1
A.Abdullah,LV,RB,2,BUF,0.5,0,0.0,0.5,A.Abdullah|LV|RB|2
A.Abdullah,LV,RB,3,PIT,1.6,0,0.0,1.6,A.Abdullah|LV|RB|3
A.Abdullah,LV,RB,4,LAC,1.4000000000000001,0,0.0,1.4000000000000001,A.Abdullah|LV|RB|4
A.Abdullah,LV,RB,5,GB,1.5,0,0.0,1.5,A.Abdullah|LV|RB|5
A.Abdullah,LV,RB,6,NE,0.0,0,0.0,0.0,A.Abdullah|LV|RB|6
C.Uzomah,NYJ,TE,3,NE,0.9,0,0.0,0.9,C.Uzomah|NYJ|TE|3
C.Uzomah,NYJ,TE,4,KC,6.1,0,0.0,6.1,C.Uzomah|NYJ|TE|4
C.Uzomah,NYJ,TE,5,DEN,1.2000000000000002,0,0.0,1.2000000000000002,C.Uzomah|NYJ|TE|5
C.Uzomah,NYJ,TE,6,PHI,0.0,0,0.0,0.0,C.Uzomah|NYJ|TE|6
G.Swaim,ARI,TE,4,SF,0.0,0,0.0,0.0,G.Swaim|ARI|TE|4
G.Swaim,ARI,TE,5,CIN,2.2,0,0.0,2.2,G.Swaim|ARI|TE|5
M.Gordon,BAL,RB,3,IND,5.5,0,0.0,5.5,M.Gordon|BAL|RB|3
